date,value,category,ref_area,year,month
2024-03-01,80770.9497093649,Вторичный рынок,Орловская область,2024,3
2024-04-01,81019.7386536585,Вторичный рынок,Орловская область,2024,4
2024-05-01,80096.2096768402,Вторичный рынок,Орловская область,2024,5
2024-06-01,79545.6449694856,Вторичный рынок,Орловская область,2024,6
2024-07-01,80383.9525176056,Вторичный рынок,Орловская область,2024,7
2024-08-01,80701.1590027199,Вторичный рынок,Орловская область,2024,8
2024-09-01,81230.8262081448,Вторичный рынок,Орловская область,2024,9
2024-10-01,81092.2537783595,Вторичный рынок,Орловская область,2024,10
2024-11-01,81687.6559709619,Вторичный рынок,Орловская область,2024,11
2024-12-01,81831.3198806942,Вторичный рынок,Орловская область,2024,12
2025-01-01,81998.6000339751,Вторичный рынок,Орловская область,2025,1
2025-02-01,84222.6518505338,Вторичный рынок,Орловская область,2025,2
2025-03-01,83563.3239032258,Вторичный рынок,Орловская область,2025,3
2025-04-01,83013.8003589744,Вторичный рынок,Орловская область,2025,4
2025-05-01,81145.1470787637,Вторичный рынок,Орловская область,2025,5
2025-06-01,83634.6574842767,Вторичный рынок,Орловская область,2025,6
2025-07-01,83033.5297945206,Вторичный рынок,Орловская область,2025,7
2025-08-01,80690.9068911439,Вторичный рынок,Орловская область,2025,8
2025-09-01,82585.7827971403,Вторичный рынок,Орловская область,2025,9
2022-01-01,65793.226027907,"Первичный рынок, эконом/комфорт",Вологодская область,2022,1
2022-02-01,69648.915730801,"Первичный рынок, эконом/комфорт",Вологодская область,2022,2
2022-03-01,70530.6037411504,"Первичный рынок, эконом/комфорт",Вологодская область,2022,3
2022-04-01,74211.8114065336,"Первичный рынок, эконом/комфорт",Вологодская область,2022,4
2022-05-01,74824.6313078849,"Первичный рынок, эконом/комфорт",Вологодская область,2022,5
2022-06-01,75024.923180212,"Первичный рынок, эконом/комфорт",Вологодская область,2022,6
2022-07-01,77208.8962569214,"Первичный рынок, эконом/комфорт",Вологодская область,2022,7
2022-08-01,77955.5587732919,"Первичный рынок, эконом/комфорт",Вологодская область,2022,8
2022-09-01,80229.4108658744,"Первичный рынок, эконом/комфорт",Вологодская область,2022,9
2022-10-01,78194.2737056738,"Первичный рынок, эконом/комфорт",Вологодская область,2022,10
2022-11-01,78976.885951567,"Первичный рынок, эконом/комфорт",Вологодская область,2022,11
2022-12-01,78972.7758898944,"Первичный рынок, эконом/комфорт",Вологодская область,2022,12
2023-01-01,82046.0909874477,"Первичный рынок, эконом/комфорт",Вологодская область,2023,1
2023-02-01,82778.0578858351,"Первичный рынок, эконом/комфорт",Вологодская область,2023,2
2023-03-01,83124.3926368998,"Первичный рынок, эконом/комфорт",Вологодская область,2023,3
2023-04-01,84809.2831978206,"Первичный рынок, эконом/комфорт",Вологодская область,2023,4
2023-05-01,84156.9669357639,"Первичный рынок, эконом/комфорт",Вологодская область,2023,5
2023-06-01,84070.7691666667,"Первичный рынок, эконом/комфорт",Вологодская область,2023,6
2023-07-01,85060.0325531915,"Первичный рынок, эконом/комфорт",Вологодская область,2023,7
2023-08-01,86375.6219741936,"Первичный рынок, эконом/комфорт",Вологодская область,2023,8
2023-09-01,86010.2974775673,"Первичный рынок, эконом/комфорт",Вологодская область,2023,9
